moon,ጨረቃ (č̣äräqa),قمر (qamar),وَتَا (wata),قمر ('amar),قَمَر (qamar),قمر (gamar),𩈘𣎦 (mặt trăng),bulan,ꦫꦼꦩ꧀ꦧꦸꦭꦤ꧀ (rembulan),ᜊᜓᜏᜈ᜔ (buwan),ಚಂದ್ರ (candra),நிலா (nilā),చంద్రుడు (candruḍu),চাঁদ (cãd),चंदा (chandā),moon,lune,ચંદ્ર (candra),चाँद (chānd),ماه (mâh),luna,चंद्र (candra),lua,луна́ (luná),luna,Mond,چاند (cānd),چن (cann),月 (tsuki),달 (dal),เดือน (duean),مويزِ (mwezi),月亮 (yuèliang),月亮 (yuq liaon),月亮 (yuht leuhng),آى (ay),𐲏𐲝𐲘𐲅 (hold),ilargi,kuu,kuu,měsíc,mesiac
star,ኮከብ (kokäb),نجمة (nigma),تَوْرَرُو (tauraro),نجمة (nijme),نَجْم (najm),نجمة (najma),𣇟 (sao),bintang,ꦭꦶꦤ꧀ꦠꦁ (lintang),ᜊᜒᜆᜓᜁᜈ᜔ (bituin),ನಕ್ಷತ್ರ (nakṣatra),நட்சத்திரம் (naṭcattiram),నక్షత్రం (nakṣatraṁ),তারা (tara),तारा (tārā),star,étoile,તારો (tāro),तारा (tārā),ستاره (setâre),stella,तारा (tārā),estrela,звезда́ (zvezdá),estrella,Stern,ستارہ (sitārā),تارا (tārā),星 (hoshi),별 (byeol),ดาว (dao),ڽُوتَا (nyota),星星 (xīngxing),星星 (shín shín),星 (sīng),يلدز (yıldız),𐲄𐲒𐲘𐲘𐲀𐲍 (csillag),izar,tähti,täht,hvězda,hviezda
water,ውሃ (wəha),مية (mayya),رُوَا (ruwa),مي (ṃayy),مَاء (mā'),موية (moya),渃 (nước),air,ꦧꦚꦸ (banyu),ᜆᜓᜊᜒᜄ᜔ (tubig),ನೀರು (nīru),நீர் (nīr),నీరు (nīru),পানি (pāni),पानी (pānī),water,eau,પાણી (pāṇī),पानी (pānī),آب (âb),acqua,पाणी (pāṇī),água,вода́ (vodá),agua,Wasser,پانی (pānī),پانی (pāṇī),水 (mizu),물 (mul),น้ำ (nam),مَاجِ (maji),水 (shuǐ),水 (sy),水 (seúi),صو (su),𐲬𐲒𐲮 (víz),ur,vesi,vesi,voda,voda
rain,ዝናብ (zənab),مطر (maṭar),رُوَن سَمَا (ruwan sama),شتا (shita),مَطَر (maṭar),مطر (maṭar),𩄛 (mưa),hujan,ꦲꦸꦢꦤ꧀ (udan),ᜓᜎᜈ᜔ (ulan),ಮಳೆ (maḷe),மழை (maḻai),వర్షం (varṣaṁ),বৃষ্টি (briśṭi),बरखा (barkhā),rain,pluie,વરસાદ (varsād),बारिश (bāriś),باران (bârân),pioggia,पाऊस (pāūs),chuva,дождь (doždʹ),lluvia,Regen,بارش (barish),میہ (mī̃h),雨 (ame),비 (bi),ฝน (fon),مْڤُؤَا (mvua),雨 (yǔ),雨 (yu),雨 (yúh),ياغمور (yağmur),𐲈𐲤𐲠 (eső),euri,sade,vihm,déšť,dážď
stone,ድንጋይ (dəngay),حجر (ḥagar),دُوصِي (dutse),حجر (ḥajar),حَجَر (ḥajar),حجر (ḥajar),𥒥 (đá),batu,ꦮꦠꦸ (watu),ᜊᜆᜓ (bato),ಕಲ್ಲು (kallu),கல் (kal),రాయి (rāyi),পাথর (pathor),पाथर (pāthar),stone,pierre,પથ્થર (paththar),पत्थर (patthar),سنگ (sang),sasso,दगड (dagaḍ),pedra,ка́мень (kámenʹ),piedra,Stein,پتھر (patthar),وَٹّا (vaṭṭā),石 (ishi),돌 (dol),หิน (hin),جِيوِي (jiwe),石頭 (shítou),石頭 (zaq deu),石 (sehk),طاش (taş),𐲗𐲠 (kő),harri,kivi,kivi,kámen,kameň
sand,አሸዋ (ašäwa),رملة (ramla),رَيْرَيِي (rairayi),رمل (raml),رَمْل (raml),رملة (ramla),𣋁 (cát),pasir,ꦮꦼꦝꦶ (wedhi),ᜊᜓᜑᜅᜒᜈ᜔ (buhangin),ಮರಳು (maraḷu),மணல் (maṇal),ఇసుక (isuka),বালি (bali),बालू (bālū),sand,sable,રેતી (retī),रेत (ret),شن (šen),sabbia,वाळू (vāḷū),areia,песо́к (pesók),arena,Sand,ریت (ret),ریت (ret),砂 (suna),모래 (morae),ทราย (sai),مچَانقَا (mchanga),沙 (shā),沙子 (só tsy),沙 (sāa),قوم (kum),𐲏𐲝𐲚𐲝𐲖 (homok),harea,hiekka,liiv,písek,piesok
earth/soil,መሬት (märet),ارض (arḍ),قَسَا (ƙasa),أرض (arḍ),أَرْض (arḍ),واطة (wāṭa),𡐙 (đất),bumi,ꦭꦼꦩꦃ (lemah),ᜎᜓᜉ (lupa),ನೆಲ (nela),பூமி (pūmi),మన్ను (mannu),মাটি (maṭi),माटी (māṭī),earth,terre,ધરતી (dhartī),धरती (dhartī),زمین (zamin),terra,पृथ्वी (pruthvī),terra,земля́ (zemljá),tierra,Erde,زمین (zamīn),مِٹّی (miṭṭī),土 (tsuchi),흙 (heuk),ดิน (din),اُدُونقُو (udongo),土 (tǔ),泥土 (ni thu),泥 (nàih),ير (yer),𐲊𐲟𐲘𐲅 (föld),lur,maa,maa,země,zem
cloud,ደመና (dämäna),سحابة (saḥāba),ݢَجِمَرِي (gajimare),غيمة (ghēme),سَحَابَة (saḥābah),غيم (ghēm),𩄲 (mây),awan,ꦩꦺꦒ (méga),ᜓᜎᜉ᜔ (ulap),ಮೋಡ (mōḍa),மேகம் (mēkam),మబ్బు (mabbu),মেঘ (megh),बदरी (badrī),cloud,nuage,વાદળ (vādaḷ),बादल (bādal),ابر (abr),nuvola,ढग (ḍhag),nuvem,о́блако (óblako),nube,Wolke,بادل (bādal),بَدَّلؕ (baddaḷ),雲 (kumo),구름 (gureum),เมฆ (mek),وِينقُ (wingu),雲 (yún),雲 (yun),雲 (wàhn),بولوط (bulut),𐲊𐲈𐲘𐲏𐲠 (felhő),hodei,pilvi,pilv,mrak,oblak
smoke,ጢስ (ṭis),دخان (dukhān),هَيَقِي (hayaƙi),دخان (dukhkhān),دُخَان (dukhān),دخان (dukhkhān),𡌦 (khói),asap,ꦲꦱꦥ꧀ (asap),ᜓᜐᜓᜃ᜔ (usok),ಹೊಗೆ (hoge),புகை (pukai),పొగ (poga),ধোঁয়া (dhō̃ẇa),धुआँ (dhuā̃),smoke,fumée,ધુમાડો (dhumāḍo),धुआँ (dhuā̃),دود (dud),fumo,धूर (dhūr),fumo,дым (dym),humo,Rauch,دھواں (dhūā̃),دھُواں (dhū̃ā̃),煙 (kemuri),연기 (yeon-gi),ควัน (khwan),مُوشِ (moshi),煙 (yān),煙 (í),煙 (yīn),دومان (duman),𐲊𐲪𐲤𐲦 (füst),ke,savu,suits,kouř,dym
fire,እሳት (əsat),نار (nār),وُتَا (wuta),نار (nār),نَار (nār),نار (nār),𤈗 (lửa),api,ꦒꦼꦤꦶ (geni),ᜀᜉᜓᜌ᜔ (apoy),ಬೆಂಕಿ (beṅki),தீ (tī),మంట (maṇṭa),আগুন (agun),आगी (āgī),fire,feu,આગ (āga),आग (āg),آتش (âtaš),fuoco,आग (āg),fogo,ого́нь (ogónʹ),fuego,Feuer,آگ (āg),اگ (agga),火 (hi),불 (bul),ไฟ (fai),مُوتُو (moto),火 (huǒ),火 (hu),火 (fó),آتش (ateş),𐲦𐲫𐲮 (tűz),su,tuli,tuli,oheň,oheň
ash,አመድ (amäd),رماد (rumād),تُوكَا (toka),رماد (rmād),رَمَاد (ramād),رماد (ramād),𥔦 (tro),abu,ꦲꦮꦸ (awu),ᜀᜊᜓ (abo),ಬೂದಿ (būdi),சாம்பல் (cāmpal),బూడిద (būḍida),ছাই (chai),राख (rākh),ash,cendre,રાખ (rākh),राख (rākh),خاکستر (xâkestar),cenere,राख (rākh),cinzas,зола́ (zolá),cenizas,Asche,راکھ (rākh),سواہ (suāha),灰 (hai),재 (jae),เถ้า (thao),جِيڤُ (jivu),灰 (huī),灰 (húe),灰 (fūi),كول (kül),𐲏𐲀𐲚𐲨 (hamu),hauts,tuhka,tuhk,popel,popol
burn (brightly) (v.),መቃጠል (mäqaṭṭäl),حرق (ḥaraq),قُونِيوَا (ƙonewa),احترق (iḥtara’),حَرَقَ (ḥaraqa),حرق (ḥarag),𤓁 (đốt),bakar,ꦏꦺꦴꦧꦺꦴꦁ (kobong),ᜐᜓᜈᜓᜄ᜔ (sunog),ಉರಿಯುವುದು (uriyuvudu),எரிதல் (erital),కాలడం (kālaḍaṁ),পোড়া (pōṛa),बरल (baral),burn,brûler,બળવું (baḷvũ),जलना (jalnā),سوختن (suxtan),bruciare,जळणे (j̈aḷṇe),arder,горе́ть (gorétʹ),quemar,brennen,جلنا (jalnā),جلنا (jalnā),燃える (moeru),타다 (tada),เผา (phao),كُواكَا (kuwaka),燒 (shāo),燒 (sáu),燒 (sīu),يانمق (yanmak),𐲋𐲍𐲛𐲒 (égni),erre,palaa,põlema,hořet,horieť
path,መንገድ (mängäd),طريق (ṭarīq),هَنْيَا (hanya),طريق (ṭarī'),طَرِيق (ṭarīq),طريق (ṭarīg),塘 (đường),jalan,ꦢꦭꦤ꧀ (dalan),ᜇᜀᜈ᜔ (daan),ಹಾದಿ (hādi),சாலை (cālai),బాట (bāṭa),পথ (poth),डहर (ḍahar),path,route,રસ્તો (rasto),सड़क (saṛak),راه (râh),strada,रस्ता (rastā),estrada,доро́га (doróga),camino,Straße,سڑک (saṛak),راہ (rāh),道 (michi),길 (gil),ทาง (thang),نـجِيَا (njia),路 (lù),路 (lu),路 (louh),يول (yol),𐲩𐲦 (út),bide,tie,tee,cesta,cesta
mountain,ተራራ (tärara),جبل (gabal),دُوصِي (dutse),جبل (jabal),جَبَل (jabal),جبل (jabal),𡶀 (núi),gunung,ꦒꦸꦤꦸꦁ (gunung),ᜊᜓᜈ᜔ᜇᜓᜃ᜔ (bundok),ಪರ್ವತ (parvata),மலை (malai),కొండ (koṇḍa),পাহাড় (pahaṛ),पहाड़ (pahāṛ),mountain,montagne,પહાડ (pahāḍ),पहाड़ (pahāṛ),کوه (kuh),montagna,डोंगर (ḍoṅgar),montanha,гора́ (gorá),montaña,Berg,پہاڑ (pahāṛ),پہاڑ (pahāṛ),山 (yama),산 (san),ภูเขา (phukhao),ملِيمَا (mlima),山 (shān),山 (sé),山 (sāan),طاغ (dağ),𐲏𐲈𐲎 (hegy),mendi,vuori,mägi,hora,hora
red,ቀይ (qäyy),احمر (aḥmar),جَا (ja),أحمر (aḥmar),أَحْمَر (aḥmar),أحمر (aḥmar),𧹯 (đỏ),merah,ꦲꦧꦁ (abang),ᜉᜓᜎ (pula),ಕೆಂಪು (kempu),சிவப்பு (civappu),ఎర్ర (erra),লাল (lal),लाल (lāl),red,rouge,લાલ (lāl),लाल (lāl),سرخ (sorx),rosso,लाल (lāl),vermelho,кра́сный (krásnyj),rojo,rot,سرخ (surkh),سُوہا (sūhā),赤い (akai),빨갛다 (ppalgata),แดง (daeng),ڽيكُندُ (nyekundu),紅 (hóng),紅 (ghon),紅 (hùhng),قرمزى (kırmızı),𐲡𐲒𐲣𐲝𐲤 (piros),gorri,punainen,punane,červený,červený
green,አረንጓዴ (ärängwade),اخضر (akhḍar),كُورِي (kore),أخضر (akhḍar),أَخْضَر (akhḍar),أخضر (akhḍar),青 (xanh),hijau,ꦲꦶꦗꦺꦴ (ijo),ᜎᜓᜈ᜔ᜆᜒᜀᜈ᜔ (luntian),ಹಸಿರು (hasiru),பச்சை (paccai),పచ్చ (pacca),সবুজ (śobuj),हरीयर (harīyar),green,vert,લીલું (līlũ),हरा (harā),سبز (sabz),verde,हिरवं (hirvaṁ),verde,зелёный (zeljónyj),verde,grün,سبز (sabz),ہَرا (harā),緑 (midori),초록빛이다 (chorok-bichida),เขียว (khiao),كِيجَانِ (kijani),綠 (lǜ),綠 (loq),綠 (luhk),يشيل (yeşil),𐲮𐲟𐲘𐲅 (zöld),orlegi,vihreä,roheline,zelený,zelený
yellow,ቢጫ (bič̣a),اصفر (aṣfar),رَوْيَا (rawaya),أصفر (aṣfar),أَصْفَر (aṣfar),أصفر (aṣfar),𦏽 (vàng),kuning,ꦏꦸꦤꦶꦁ (kuning),ᜇᜒᜎᜏ᜔ (dilaw),ಹಳದಿ (haḷadi),மஞ்சள் (mañcaḷ),పసుపు (pasupu),হলুদ (holud),पीयर (pīyar),yellow,jaune,પીળું (pīḷũ),पीला (pīlā),زرد (zard),giallo,पिवळं (pivaḷaṁ),amarelo,жёлтый (žóltyj),amarillo,gelb,پیلا (pīlā),پِیلؕا (pīḷā),黄色い (kiiroi),노랗다 (norata),เหลือง (lueang),مَنْجَانُو (manjano),黃 (huáng),黃 (waon),黃 (wòhng),صارى (sarı),𐲤𐲁𐲣𐲍𐲀 (sárga),hori,keltainen,kollane,žlutý,žltý
white,ነጭ (näč̣č̣),ابيض (abyaḍ),فَرِي (fari),أبيض (abyaḍ),أَبْيَض (abyaḍ),أبيض (abyaḍ),𤽸 (trắng),putih,ꦥꦸꦠꦶꦃ (putih),ᜉᜓᜆᜒ (puti),ಬಿಳಿ (biḷi),வெள்ளை (veḷḷai),తెల్ల (tella),সাদা (śada),उज्जर (ujjar),white,blanc,સફેદ (saphed),सफ़ेद (safed),سفید (sefid),bianco,पांढरं (pāṇḍharaṁ),branco,бе́лый (bélyj),blanco,weiß,سفید (safed),چِٹا (ciṭṭā),白い (shiroi),하얗다 (hayata),ขาว (khao),ڽيُپِي (nyeupe),白 (bái),白 (baq),白 (baahk),بياض (beyaz),𐲊𐲈𐲏𐲋𐲣 (fehér),zuri,valkoinen,valge,bílý,biely
black,ጥቁር (ṭəqur),اسود (aswad),بَقِي (baƙi),أسود (aswad),أَسْوَد (aswad),أسود (aswad),𪓇 (đen),hitam,ꦲꦶꦫꦼꦁ (ireng),ᜁᜆᜒ᜙᜔ (itim),ಕಪ್ಪು (kappu),கருப்பு (karuppu),నల్ల (nalla),কালো (kalō),करिया (kariyā),black,noir,કાળું (kāḷũ),काला (kālā),سیاه (siyâh),nero,काळं (kāḷaṁ),preto,чёрный (čórnyj),negro,schwarz,سیاہ (siyāh),کالؕا (kāḷā),黒い (kuroi),까맣다 (kkamah-ta),ดำ (dam),ڽيُسِ (nyeusi),黑 (hēi),黑 (heq),黑 (hāk),سیاه (siyah),𐲊𐲈𐲗𐲈𐲦𐲈 (fekete),beltz,musta,must,černý,čierny
night,ሌሊት (lelit),ليل (lēl),دَرِي (dare),ليل (lēl),لَيْل (layl),ليلة (lēla),𡖵 (đêm),malam,ꦮꦼꦔꦶ (wengi),ᜄᜊᜒ (gabi),ರಾತ್ರಿ (rātri),இரவு (iravu),రేయి (rēyi),রাত (rat),रात (rāt),night,nuit,રાત (rāt),रात (rāt),شب (šab),notte,रात्र (rātra),noite,ночь (nočʹ),noche,Nacht,رات (rāt),رات (rāt),夜 (yoru),밤 (bam),กลางคืน (klangkhuen),اُسِيكُ (usiku),夜晚 (yèwǎn),夜裏 (ya li),夜晚 (yeh máahn),گيجه (gece),𐲋𐲔𐲥𐲀𐲖𐲀 (éjszaka),gau,yö,öö,noc,noc
hot,ትኩስ (təkus),سخن (sukhn),مَيْ زَفِي (mai zafi),سخن (sukhun),حَارّ (ḥārr),حار (ḥārr),𤐄 (nóng),hangat,ꦥꦤꦱ꧀ (panas),᜙ᜁᜈᜒᜆ᜔ (mainit),ಬಿಸಿ (bisi),வெக்கை (vekkai),వేడి (vēḍi),গরম (gorom),तातल (tātal),hot,chaud,ગરમ (garam),गर्म (garm),گرم (garm),caldo,गरम (garam),quente,тёплый (tjóplyj),caliente,heiß,گرم (garm),گرم (garam),熱い (atsui),덥다 (deopda),ร้อน (ron),مُوتُو (moto),熱 (rè),熱 (gniq),熱 (yiht),صيجاق (sıcak),𐲚𐲈𐲘𐲈𐲍 (meleg),bero,lämmin,soe,horký,horúci
cold,ቀዝቃዛ (qäzqazza),برد (bard),مَيْ سَنْيِي (mai sanyi),بارد (bārid),بَارِد (bārid),بارد (bārid),冷 (lạnh),dingin,ꦲꦝꦼꦩ꧀ (adhem),᜙ᜎ᜙ᜒᜄ᜔ (malamig),ತಣ್ಣಗೆ (taṇṇage),குளிர்ச்சி (kuḷircci),చల్లని (callani),ঠান্ডা (ṭhanḍa),ठंडा (ṭhaṇḍā),cold,froid,ઠંડું (ṭhaṇḍũ),ठंडा (ṭhaṇḍā),سرد (sard),freddo,गार (gār),frio,холо́дный (xolódnyj),frío,kalt,سرد (sard),ٹھنڈا (ṭhaṇḍā),寒い (samui),춥다 (chupda),หนาว (nao),بَرِيدِ (baridi),冷 (lěng),冷 (lan),凍 (dung),صوغوق (soğuk),𐲏𐲒𐲅𐲈𐲍 (hideg),hotz,kylmä,külm,studený,studený
full,ሙሉ (mulu),مليان (malyān),چِكِكِّي (cikakke),مليان (malān),مُمتَلِئ (mumtali'),مليان (malyān),𣊄 (đầy),penuh,ꦏꦼꦧꦏ꧀ (kebak),ᜉᜓᜈᜓ (puno),ತುಂಬು (tumbu),முழு (muḻu),నిండు (niṇḍu),ভরা (bhora),भरल (bharal),full,plein,ભરેલું (bharelũ),पूरा (pūrā),پر (por),pieno,संपूर्ण (sampūrṇa),cheio,по́лный (pólnyj),lleno,voll,پورا (pūrā),بھَریا (bhareyā),満ちた (michita),가득하다 (gadeukada),เต็ม (tem),كُجَاأ (kujaa),滿 (mǎn),滿 (moe),滿 (múhn),طولو (dolu),𐲦𐲈𐲘𐲒 (teli),bete,täysi,täis,plný,plný
new,አዲስ (addis),جديد (gidīd),سَبُو (sabo),جديد (jdīd),جَدِيد (jadīd),جديد (jadīd),𡤔 (mới),baru,ꦲꦚꦂ (anyar),ᜊᜄᜓ (bago),ಹೊಸ (hosa),புது (putu),కొత్త (kotta),নতুন (notun),नयका (naykā),new,nouveau,નવું (navũ),नया (nayā),نو (now),nuovo,नवं (navaṁ),novo,но́вый (nóvyj),nuevo,neu,نیا (nayā),نَواں (navā̃),新しい (atarashii),새롭다 (saeropda),ใหม่ (mai),مپِيَا (mpya),新 (xīn),新 (shín),新 (sān),یڭی (yeni),𐲩𐲔 (új),berri,uusi,uus,nový,nový
good,ጥሩ (ṭəru),كويس (kuwayyis),مَيْ كَيْاو (mai kyau),منيح (mnīḥ),طَيِّب (ṭayyib),سمح (samiḥ),卒 (tốt),baik,ꦲꦥꦶꦏ꧀ (apik),ᜊᜓᜆᜒ (buti),ಒಳ್ಳೆ (oḷḷe),நல்ல (nalla),మంచి (mañci),ভালো (bhalō),नीक (nīk),good,bon,સારું (sārũ),अच्छा (acchā),خوب (xub),buono,चांगलं (cāṅglaṁ),bom,хоро́ший (xoróšij),bueno,gut,اچھا (acchā),چَنگا (caṅgā),良い (yoi),좋다 (jota),ดี (di),نـجيمَا (njema),好 (hǎo),好 (hau),好 (hóu),ایی (iyi),𐲔𐲞 (jó),on,hyvä,hea,dobrý,dobrý
round,ክብ (kəbb),مدور (midawwar),مَيْ دَائِرَا (mai da'ira),مدوّر (mdawwar),مُستَدِير (mustadīr),مدور (mudawwar),𧪇 (tròn),bulat,ꦧꦸꦤ꧀ꦝꦼꦂ (bundher),ᜊᜒᜎᜓᜄ᜔ (bilog),ಗುಂಡು (guṇḍu),உருண்ட (uruṇṭa),గుండ్రని (guṇḍrani),গোল (gōl),गोल (gol),round,rond,ગોળ (goḷ),गोल (gol),گرد (gerd),rotondo,गोल (gol),redondo,кру́глый (krúglyj),redondo,rund,گول (gol),گولؕ (gōḷ),丸い (marui),둥글다 (dunggeulda),กลม (klom),دُوَرَا (duara),圓 (yuán),圓 (yoe),圓 (yùhn),يووارلاق (yuvarlak),𐲗𐲈𐲣𐲈𐲗 (kerek),biribil,pyöreä,ümar,kulatý,okrúhly
dry,ደረቅ (däräq),ناشف (nāshif),بُوسَشِّي (busasshe),ناشف (nāshif),جَافّ (jāff),ناشف (nāshif),枯 (khô),kering,ꦒꦫꦶꦁ (garing),ᜆᜓᜌᜓ (tuyo),ಒಣ (oṇa),உலர்ந்த (ularnta),పొడి (poḍi),শুকনা (śukna),सूखल (sūkhal),dry,sec,સૂકું (sūkũ),सूखा (sūkhā),خشک (xošk),secco,कोरडं (korḍaṁ),seco,сухо́й (suxój),seco,trocken,خشک (khushk),سُکّا (sukkā),乾いた (kawaita),마르다 (mareuda),แห้ง (haeng),كَڤُ (kavu),乾 (gān),乾 (kóe),乾 (gōn),قورو (kuru),𐲥𐲁𐲣𐲀𐲮 (száraz),lehor,kuiva,kuiv,suchý,suchý
name,ስም (səm),اسم (ism),سُونَا (suna),اسم (ism),اِسْم (ism),إسم (ism),𠸛 (tên),nama,ꦗꦼꦤꦼꦁ (jeneng),ᜅᜎᜈ᜔ (ngalan),ಹೆಸರು (hesaru),பெயர் (peyar),పేరు (pēru),নাম (nam),नाँव (nā̃v),name,nom,નામ (nām),नाम (nām),اسم (esm),nome,नाव (nāv),nome,и́мя (ímja),nombre,Name,نام (nām),ناں (nā̃),名 (na),이름 (ireum),ชื่อ (chue),جِينَا (jina),名字 (míngzi),名頭 (min deu),名 (méng),آد (ad),𐲛𐲋𐲬 (név),izen,nimi,nimi,jméno,meno
